635,5,6.73,250.14,100.68,221.85,1,-1,-1,-1
636,5,6.92,254.96,99.89,217.68,1,-1,-1,-1
637,5,4.22,251.70,102.53,221.88,1,-1,-1,-1
638,5,1.27,248.49,103.44,223.37,1,-1,-1,-1
639,5,-1.71,247.31,103.64,223.91,1,-1,-1,-1
640,5,-3.60,246.69,103.81,224.28,1,-1,-1,-1
720,8,7.51,248.15,73.38,222.58,1,-1,-1,-1
721,8,17.41,248.38,73.97,224.05,1,-1,-1,-1
722,8,29.17,244.68,74.23,223.86,1,-1,-1,-1
723,8,37.16,240.52,77.09,231.72,1,-1,-1,-1
724,8,41.32,246.00,75.44,226.85,1,-1,-1,-1
725,8,49.67,252.26,74.76,220.80,1,-1,-1,-1
726,8,56.99,253.40,74.48,219.97,1,-1,-1,-1
758,9,256.21,258.57,68.67,203.43,1,-1,-1,-1
759,9,268.39,264.35,66.79,194.42,1,-1,-1,-1
760,9,273.94,267.70,67.88,192.08,1,-1,-1,-1
761,9,277.72,268.66,69.51,190.70,1,-1,-1,-1
762,9,283.64,269.56,70.86,189.63,1,-1,-1,-1
763,9,288.23,271.17,72.04,187.25,1,-1,-1,-1
764,9,284.24,270.27,74.90,189.25,1,-1,-1,-1
765,9,281.39,269.20,77.68,191.39,1,-1,-1,-1
766,9,283.28,269.42,79.21,191.55,1,-1,-1,-1
767,9,288.44,267.44,79.95,193.66,1,-1,-1,-1
768,9,296.02,263.35,80.64,195.79,1,-1,-1,-1
769,9,300.17,259.80,81.33,199.25,1,-1,-1,-1
770,9,309.57,259.79,79.44,197.92,1,-1,-1,-1
771,9,322.86,262.45,76.85,195.40,1,-1,-1,-1
772,9,330.61,262.14,75.29,195.77,1,-1,-1,-1
773,9,338.12,262.69,74.36,196.58,1,-1,-1,-1
774,9,345.19,263.56,72.38,194.24,1,-1,-1,-1
775,9,349.28,265.88,70.27,190.69,1,-1,-1,-1
776,9,354.74,267.41,69.84,187.37,1,-1,-1,-1
777,9,357.11,269.30,69.86,184.82,1,-1,-1,-1
778,9,356.75,270.65,70.58,183.91,1,-1,-1,-1
779,9,355.34,273.13,71.04,180.95,1,-1,-1,-1
780,9,355.53,272.68,74.06,183.91,1,-1,-1,-1
781,9,359.29,273.46,73.74,183.12,1,-1,-1,-1
782,9,367.17,275.62,74.18,180.51,1,-1,-1,-1
783,9,371.46,276.54,73.77,179.52,1,-1,-1,-1
784,9,382.53,271.54,75.80,183.67,1,-1,-1,-1
785,9,387.57,271.83,75.62,183.24,1,-1,-1,-1
808,9,506.73,279.00,74.50,180.96,1,-1,-1,-1
809,9,513.01,280.47,75.49,179.59,1,-1,-1,-1
810,9,514.77,279.63,78.51,178.46,1,-1,-1,-1
811,9,518.21,283.98,78.29,172.69,1,-1,-1,-1
812,9,519.61,286.28,80.18,171.22,1,-1,-1,-1
813,9,519.02,287.08,84.06,172.07,1,-1,-1,-1
814,9,522.35,287.35,86.08,173.75,1,-1,-1,-1
815,9,526.82,287.41,86.05,173.74,1,-1,-1,-1
816,9,535.71,289.39,83.91,171.10,1,-1,-1,-1
817,9,544.46,289.43,81.95,170.13,1,-1,-1,-1
818,9,551.19,288.75,80.56,170.46,1,-1,-1,-1
819,9,557.68,288.47,77.70,170.61,1,-1,-1,-1
820,9,562.49,287.01,74.79,170.03,1,-1,-1,-1
821,9,565.86,285.78,74.15,174.48,1,-1,-1,-1
822,9,570.27,282.03,73.89,178.77,1,-1,-1,-1
823,9,574.81,281.73,74.10,179.27,1,-1,-1,-1
